Time,Value
0.0,-0.640310285534
1.0,-0.320984736689
2.0,-0.548629302039
3.0,-0.586940037237
4.0,-0.592216910077
5.0,-0.486861150654
6.0,-0.14329056895
7.0,-0.453783010798
8.0,-0.648377404676
9.0,-0.507365325824
10.0,-0.746382879622
11.0,-0.387920686325
12.0,-0.211067668023
13.0,0.281782603452
14.0,0.56623514968
15.0,0.690964616301
16.0,0.482369161082
17.0,0.480777083549
18.0,0.621569980196
19.0,0.40258715421
20.0,0.327640279757
21.0,0.563110189533
22.0,0.566657270198
23.0,0.702192263813
24.0,0.367711483649
25.0,0.640576962584
26.0,0.26026615626
27.0,-0.0804676618599
28.0,-0.0266533652041
29.0,-0.294434961942
30.0,0.239876073986
31.0,-0.342279614453
32.0,0.0589824224189
33.0,0.0874632175959
34.0,-0.358557584896
35.0,-0.275891194028
36.0,-0.402630475105
37.0,0.135503227621
38.0,-0.216916193185
39.0,0.00588858293365
40.0,-0.281136813767
41.0,-0.435407817603
42.0,-0.823646216141
43.0,-0.804872405386
44.0,-0.977524152972
45.0,-0.919696302682
46.0,-0.896493083517
47.0,-0.513525402456
48.0,-0.250003576294
49.0,-0.277214153889
50.0,-0.423528572865
51.0,-0.861659772687
52.0,-0.680159563137
53.0,-1.26084952931
54.0,-1.09132644563
55.0,-1.2537550908
56.0,-0.461158248912
57.0,-0.529144435396
58.0,-0.752914514004
59.0,-0.748329800167
60.0,-0.884722529426
61.0,-0.939217954875
62.0,-0.479300916314
63.0,0.0707533395793
64.0,-0.437759435793
65.0,-0.526503936353
66.0,-0.434823545135
67.0,-0.318569086415
68.0,-0.662176034713
69.0,-1.19954151998
70.0,-0.867721745614
71.0,-0.770962952789
72.0,-0.859753885204
73.0,-0.92070314687
74.0,-0.312351973919
75.0,-0.129053450459
76.0,-0.154306555987
77.0,-0.0949348231173
78.0,-0.356173207219
79.0,-0.212732233509
80.0,-0.160885308119
81.0,-0.0848891705117
82.0,0.0412267206497
83.0,0.0994657983841
84.0,-0.0175249771527
85.0,-0.314661747749
86.0,-0.296990159432
87.0,-0.672208352038
88.0,-0.797727900976
89.0,-0.696222956207
90.0,-0.438538426715
91.0,-0.45991434576
92.0,-0.567425031247
93.0,-0.134326011241
94.0,-0.284042443401
95.0,-0.381796859698
96.0,-0.263484244293
97.0,-0.141501900264
98.0,0.0283987370764
99.0,0.0417798188697
100.0,-0.0617254487407
101.0,-0.432031661826
102.0,-0.393128537531
103.0,-0.0200723258211
104.0,-0.155529196467
105.0,0.191128189703
106.0,0.158895256356
107.0,0.446872112113
108.0,-0.0965574081529
109.0,-0.528929410618
110.0,-0.576657372593
111.0,0.0203099847779
112.0,-0.241494124034
113.0,-0.011929293195
114.0,-0.112738325045
115.0,-0.459716252269
116.0,-0.564977176131
117.0,-0.329072946663
118.0,-0.508546756126
119.0,-0.292735510628
120.0,-0.283875238203
121.0,-0.19234987684
122.0,-0.173996061146
123.0,-0.485284280073
124.0,-0.147891248931
125.0,-0.576620812094
126.0,-0.486233865711
127.0,-0.659173288749
128.0,-0.870174053763
129.0,-0.601382642624
130.0,-0.588968053339
131.0,-0.242931575599
132.0,-0.0501622938296
133.0,-0.492582091395
134.0,-0.303360082867
135.0,-0.791757723831
136.0,-0.876253026312
137.0,-0.429392413789
138.0,-0.349678803308
139.0,-0.268291205923
140.0,-0.69389711693
141.0,-0.682143446934
142.0,-0.450592492898
143.0,-0.329737955692
144.0,-0.398311728517
145.0,-0.369837875872
146.0,-0.369743868894
147.0,-0.194277498922
148.0,-0.288350876311
149.0,-0.00486735641198
150.0,-0.0894689079526
151.0,0.301453863636
152.0,0.212725258011
153.0,-0.213779508915
154.0,-0.404956909038
155.0,-0.613617262339
156.0,-0.348091803712
157.0,-0.236098718189
158.0,0.0111919745155
159.0,-0.35791688156
160.0,-0.400551332562
161.0,-0.286121561902
162.0,-0.0843776549895
163.0,-0.260089624215
164.0,-0.255872972911
165.0,-0.350126610161
166.0,0.200643438224
167.0,0.0724884992037
168.0,-0.500992006877
