Time,Value
0.0,157.989876108
1.0,176.092603336
2.0,215.724518324
3.0,182.020398162
4.0,185.358294977
5.0,186.418823164
6.0,173.769295666
7.0,145.364289863
8.0,66.7687277526
9.0,65.2056685983
10.0,81.9730905169
11.0,53.2257233523
12.0,45.4605569185
13.0,5.16916707615
14.0,79.710132802
15.0,212.123220154
16.0,436.033938792
17.0,738.422936689
18.0,664.913871841
19.0,601.866134243
20.0,760.493135308
21.0,657.660622938
22.0,546.54332481
23.0,736.262438554
24.0,834.294230358
25.0,947.714484791
26.0,798.87732699
27.0,885.162773119
28.0,711.019824265
29.0,375.942291892
30.0,339.149137524
31.0,274.461141743
32.0,327.731448115
33.0,244.426660489
34.0,246.721187273
35.0,248.651452474
36.0,154.285639228
37.0,103.084335429
38.0,52.6496911377
39.0,113.110578056
40.0,68.0147290451
41.0,59.6119472429
42.0,1.06045159505
43.0,70.2855560616
44.0,165.520133
45.0,204.282696549
46.0,236.749351934
47.0,247.459304206
48.0,249.762805629
49.0,213.46728078
50.0,146.341750481
51.0,122.696491442
52.0,133.962113688
53.0,193.537444349
54.0,181.779833208
55.0,208.112691413
56.0,191.494493927
57.0,176.51227562
58.0,109.333281676
59.0,55.2011021225
60.0,47.9607520941
61.0,29.2511838022
62.0,14.9828473991
63.0,2.26802560999
64.0,53.7204850188
65.0,170.257312965
66.0,157.535404238
67.0,139.545402467
68.0,156.939374435
69.0,186.57714133
70.0,166.031890998
71.0,123.4176905
72.0,130.255151813
73.0,142.148504869
74.0,136.259510436
75.0,122.722244154
76.0,148.456648806
77.0,188.655004686
78.0,190.051950561
79.0,181.625418932
80.0,125.231297397
81.0,106.528926505
82.0,99.4932492122
83.0,90.2916099998
84.0,92.9095519542
85.0,93.0239404735
86.0,54.2297872153
87.0,24.2712566256
88.0,66.744898728
89.0,140.03717044
90.0,186.230351143
91.0,203.887776822
92.0,195.390552755
93.0,197.906807597
94.0,217.201827761
95.0,171.822925319
96.0,167.246150703
97.0,188.00541891
98.0,172.307430813
99.0,139.760028756
100.0,88.3954021856
101.0,52.71212643
102.0,48.8724542615
103.0,94.0291570561
104.0,94.1824593844
105.0,14.5234823162
106.0,18.6149956845
107.0,107.249005202
108.0,160.210097455
109.0,289.314667048
110.0,204.821240563
111.0,114.332449324
112.0,95.0957994817
113.0,200.832233397
114.0,224.451814116
115.0,271.857386197
116.0,288.073915279
117.0,239.13988618
118.0,207.374629128
119.0,238.982387215
120.0,228.191254011
121.0,250.276577978
122.0,259.191967536
123.0,268.190757289
124.0,268.453823853
125.0,209.925620526
126.0,219.906360299
127.0,156.546973658
128.0,120.291830518
129.0,74.7050465551
130.0,21.1376167766
131.0,6.9910377632
132.0,8.78671689034
133.0,12.6821049491
134.0,39.6205347588
135.0,35.7161638477
136.0,61.4866490336
137.0,143.144354542
138.0,190.080719052
139.0,179.04014875
140.0,161.385453034
141.0,150.991149807
142.0,214.457301257
143.0,238.730301582
144.0,222.974246259
145.0,194.659556956
146.0,190.379057824
147.0,182.130128149
148.0,170.116349039
149.0,128.269569423
150.0,112.808823718
151.0,55.077857665
152.0,24.3543604942
153.0,76.2061487569
154.0,119.64751909
155.0,65.1449357425
156.0,30.2217774413
157.0,8.43420275714
158.0,56.0512476554
159.0,116.573326612
160.0,192.964392768
161.0,177.00091906
162.0,170.781226854
163.0,200.429532794
164.0,253.845232853
165.0,255.600209149
166.0,256.789486176
167.0,249.847358752
168.0,342.168004298
169.0,364.812955604
170.0,256.958722385
171.0,186.731623889
172.0,170.432855104
173.0,134.668976765
174.0,100.11069024
175.0,87.4796153743
176.0,71.2157848749
177.0,79.2874184369
178.0,71.1724721653
179.0,88.7905628715
180.0,77.172895163
181.0,123.386893291
182.0,100.536579666
183.0,129.552663692
184.0,29.798530964
185.0,12.9199889497
186.0,5.72449319829
187.0,8.82528659118
188.0,1.08663895914
189.0,3.54379792508
190.0,277.385314498
191.0,85.5673625172
192.0,100.56042937
193.0,114.615576594
194.0,145.493221237
195.0,129.431888106
196.0,60.2618282421
197.0,78.2448835387
198.0,45.2802727855
199.0,20.0420833632
200.0,37.4364699047
201.0,55.4394285398
202.0,13.8457521934
203.0,55.2186472644
204.0,113.1843343
205.0,139.91209831
206.0,107.783249628
207.0,51.3790337024
208.0,103.713864474
209.0,172.908692773
210.0,190.911687242
211.0,272.739955052
212.0,450.780813451
213.0,325.195063836
214.0,191.381868175
215.0,136.207532008
216.0,138.125219558
217.0,126.745560693
218.0,116.047659734
219.0,104.558553297
220.0,78.861164879
221.0,72.6753163851
222.0,62.2172346584
223.0,35.8846907142
224.0,1.24597561734
225.0,25.3455255103
226.0,45.7410210368
227.0,71.3155096171
228.0,100.244351141
229.0,120.447065244
230.0,127.230882678
231.0,154.841217546
232.0,172.057802412
233.0,208.958567726
234.0,234.269712877
235.0,245.392801468
236.0,261.761630011
237.0,282.814446834
238.0,298.716651939
239.0,313.438271345
240.0,310.379105918
241.0,316.078016419
242.0,288.733933203
243.0,272.686397791
244.0,235.932240612
245.0,215.270950297
246.0,218.241721843
247.0,192.940167405
248.0,159.468445522
249.0,131.342159396
250.0,92.2549237319
251.0,64.0099678387
