Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1013326,-,-,-,29.69,-82.34,-5,56,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI
2013,1,3,3,30,0,0
2013,1,3,4,0,0,0
2013,1,3,4,30,0,0
2013,1,3,5,0,0,0
2013,1,3,5,30,0,0
2013,1,3,6,0,0,0
2013,1,3,6,30,0,0
2013,1,3,7,0,0,0
2013,1,3,7,30,0,0
2013,1,3,8,0,37,257
2013,1,3,8,30,69,2
2013,1,3,9,0,107,18
2013,1,3,9,30,18,0
2013,1,3,10,0,22,0
2013,1,3,10,30,37,0
2013,1,3,11,0,83,0
2013,1,3,11,30,75,0
2013,1,3,12,0,67,0
2013,1,3,12,30,43,0
2013,1,3,13,0,79,0
2013,1,3,13,30,49,0
2013,1,3,14,0,168,0
2013,1,3,14,30,44,0
2013,1,3,15,0,106,0
2013,1,3,15,30,44,0
2013,1,3,16,0,27,0
2013,1,3,16,30,50,0
2013,1,3,17,0,24,0
2013,1,3,17,30,4,0
2013,1,3,18,0,0,0
2013,1,3,18,30,0,0
2013,1,3,19,0,0,0
2013,1,3,19,30,0,0
2013,1,3,20,0,0,0
2013,1,3,20,30,0,0
2013,1,3,21,0,0,0
2013,1,3,21,30,0,0
2013,1,3,22,0,0,0
2013,1,3,22,30,0,0
2013,1,3,23,0,0,0
2013,1,3,23,30,0,0
2013,1,4,0,0,0,0
2013,1,4,0,30,0,0
2013,1,4,1,0,0,0
2013,1,4,1,30,0,0
2013,1,4,2,0,0,0
2013,1,4,2,30,0,0
2013,1,4,3,0,0,0
2013,1,4,3,30,0,0
2013,1,4,4,0,0,0
2013,1,4,4,30,0,0
2013,1,4,5,0,0,0
2013,1,4,5,30,0,0
2013,1,4,6,0,0,0
2013,1,4,6,30,0,0
2013,1,4,7,0,0,0
2013,1,4,7,30,0,0
2013,1,4,8,0,33,321
2013,1,4,8,30,72,30
2013,1,4,9,0,105,16
2013,1,4,9,30,151,75
2013,1,4,10,0,191,125
2013,1,4,10,30,191,394
2013,1,4,11,0,211,418
2013,1,4,11,30,94,843
2013,1,4,12,0,284,193
2013,1,4,12,30,282,257
2013,1,4,13,0,261,48
2013,1,4,13,30,132,0
2013,1,4,14,0,151,0
2013,1,4,14,30,230,210
2013,1,4,15,0,200,182
2013,1,4,15,30,157,265
2013,1,4,16,0,91,480
2013,1,4,16,30,86,142
2013,1,4,17,0,48,93
2013,1,4,17,30,12,0
2013,1,4,18,0,0,0
2013,1,4,18,30,0,0
2013,1,4,19,0,0,0
2013,1,4,19,30,0,0
2013,1,4,20,0,0,0
2013,1,4,20,30,0,0
2013,1,4,21,0,0,0
2013,1,4,21,30,0,0
2013,1,4,22,0,0,0
2013,1,4,22,30,0,0
2013,1,4,23,0,0,0
2013,1,4,23,30,0,0
2013,1,5,0,0,0,0
2013,1,5,0,30,0,0
2013,1,5,1,0,0,0
2013,1,5,1,30,0,0
2013,1,5,2,0,0,0
2013,1,5,2,30,0,0
2013,1,5,3,0,0,0
2013,1,5,3,30,0,0
2013,1,5,4,0,0,0
2013,1,5,4,30,0,0
2013,1,5,5,0,0,0
2013,1,5,5,30,0,0
2013,1,5,6,0,0,0
2013,1,5,6,30,0,0
2013,1,5,7,0,0,0
2013,1,5,7,30,0,0
2013,1,5,8,0,31,337
2013,1,5,8,30,45,615
2013,1,5,9,0,54,729
2013,1,5,9,30,117,460
2013,1,5,10,0,66,845
2013,1,5,10,30,198,362
2013,1,5,11,0,224,363
2013,1,5,11,30,76,910
2013,1,5,12,0,78,915
2013,1,5,12,30,235,465
2013,1,5,13,0,254,383
2013,1,5,13,30,153,671
2013,1,5,14,0,232,361
2013,1,5,14,30,219,302
2013,1,5,15,0,74,814
2013,1,5,15,30,69,767
2013,1,5,16,0,67,672
2013,1,5,16,30,88,132
2013,1,5,17,0,49,80
2013,1,5,17,30,12,0
2013,1,5,18,0,0,0
2013,1,5,18,30,0,0
2013,1,5,19,0,0,0
2013,1,5,19,30,0,0
2013,1,5,20,0,0,0
2013,1,5,20,30,0,0
2013,1,5,21,0,0,0
2013,1,5,21,30,0,0
2013,1,5,22,0,0,0
2013,1,5,22,30,0,0
2013,1,5,23,0,0,0
2013,1,5,23,30,0,0
2013,1,6,0,0,0,0
2013,1,6,0,30,0,0
2013,1,6,1,0,0,0
2013,1,6,1,30,0,0
2013,1,6,2,0,0,0
2013,1,6,2,30,0,0
2013,1,6,3,0,0,0
2013,1,6,3,30,0,0
2013,1,6,4,0,0,0
2013,1,6,4,30,0,0
2013,1,6,5,0,0,0
2013,1,6,5,30,0,0
2013,1,6,6,0,0,0
2013,1,6,6,30,0,0
2013,1,6,7,0,0,0
2013,1,6,7,30,0,0
2013,1,6,8,0,37,239
2013,1,6,8,30,15,0
2013,1,6,9,0,114,166
2013,1,6,9,30,155,179
2013,1,6,10,0,190,187
2013,1,6,10,30,199,32
2013,1,6,11,0,77,0
2013,1,6,11,30,105,0
2013,1,6,12,0,161,0
2013,1,6,12,30,171,0
2013,1,6,13,0,289,137
2013,1,6,13,30,268,78
2013,1,6,14,0,247,66
2013,1,6,14,30,197,21
2013,1,6,15,0,125,0
2013,1,6,15,30,136,2
2013,1,6,16,0,88,0
2013,1,6,16,30,83,13
2013,1,6,17,0,43,0
2013,1,6,17,30,9,0
2013,1,6,18,0,0,0
2013,1,6,18,30,0,0
2013,1,6,19,0,0,0
2013,1,6,19,30,0,0
2013,1,6,20,0,0,0
2013,1,6,20,30,0,0
2013,1,6,21,0,0,0
2013,1,6,21,30,0,0
2013,1,6,22,0,0,0
2013,1,6,22,30,0,0
2013,1,6,23,0,0,0
2013,1,6,23,30,0,0
2013,1,7,0,0,0,0
2013,1,7,0,30,0,0
2013,1,7,1,0,0,0
2013,1,7,1,30,0,0
2013,1,7,2,0,0,0
2013,1,7,2,30,0,0
2013,1,7,3,0,0,0
2013,1,7,3,30,0,0
2013,1,7,4,0,0,0
2013,1,7,4,30,0,0
2013,1,7,5,0,0,0
2013,1,7,5,30,0,0
2013,1,7,6,0,0,0
2013,1,7,6,30,0,0
2013,1,7,7,0,0,0
2013,1,7,7,30,0,0
2013,1,7,8,0,18,0
2013,1,7,8,30,43,0
2013,1,7,9,0,114,79
2013,1,7,9,30,109,0
2013,1,7,10,0,167,21
2013,1,7,10,30,193,24
2013,1,7,11,0,226,357
2013,1,7,11,30,242,363
2013,1,7,12,0,264,337
2013,1,7,12,30,271,330
2013,1,7,13,0,237,462
2013,1,7,13,30,82,879
2013,1,7,14,0,220,421
2013,1,7,14,30,235,195
2013,1,7,15,0,205,134
2013,1,7,15,30,101,0
2013,1,7,16,0,120,21
2013,1,7,16,30,85,16
2013,1,7,17,0,46,0
2013,1,7,17,30,10,0
2013,1,7,18,0,0,0
2013,1,7,18,30,0,0
2013,1,7,19,0,0,0
2013,1,7,19,30,0,0
2013,1,7,20,0,0,0
2013,1,7,20,30,0,0
2013,1,7,21,0,0,0
2013,1,7,21,30,0,0
2013,1,7,22,0,0,0
2013,1,7,22,30,0,0
2013,1,7,23,0,0,0
2013,1,7,23,30,0,0
2013,1,8,0,0,0,0
2013,1,8,0,30,0,0
2013,1,8,1,0,0,0
2013,1,8,1,30,0,0
2013,1,8,2,0,0,0
2013,1,8,2,30,0,0
2013,1,8,3,0,0,0
2013,1,8,3,30,0,0
2013,1,8,4,0,0,0
2013,1,8,4,30,0,0
2013,1,8,5,0,0,0
2013,1,8,5,30,0,0
2013,1,8,6,0,0,0
2013,1,8,6,30,0,0
2013,1,8,7,0,0,0
2013,1,8,7,30,0,0
2013,1,8,8,0,39,205
2013,1,8,8,30,70,6
2013,1,8,9,0,109,24
2013,1,8,9,30,149,48
2013,1,8,10,0,183,58
2013,1,8,10,30,225,175
2013,1,8,11,0,255,176
2013,1,8,11,30,118,779
2013,1,8,12,0,119,793
2013,1,8,12,30,120,798
2013,1,8,13,0,281,263
2013,1,8,13,30,273,260
2013,1,8,14,0,260,108
2013,1,8,14,30,229,265
2013,1,8,15,0,49,0
2013,1,8,15,30,171,132
2013,1,8,16,0,12,0
2013,1,8,16,30,67,497
2013,1,8,17,0,49,321
2013,1,8,17,30,18,81
2013,1,8,18,0,0,0
2013,1,8,18,30,0,0
2013,1,8,19,0,0,0
2013,1,8,19,30,0,0
2013,1,8,20,0,0,0
2013,1,8,20,30,0,0
2013,1,8,21,0,0,0
2013,1,8,21,30,0,0
2013,1,8,22,0,0,0
2013,1,8,22,30,0,0
2013,1,8,23,0,0,0
2013,1,8,23,30,0,0
2013,1,9,0,0,0,0
2013,1,9,0,30,0,0
2013,1,9,1,0,0,0
2013,1,9,1,30,0,0
2013,1,9,2,0,0,0
2013,1,9,2,30,0,0
2013,1,9,3,0,0,0
2013,1,9,3,30,0,0
2013,1,9,4,0,0,0
2013,1,9,4,30,0,0
2013,1,9,5,0,0,0
2013,1,9,5,30,0,0
2013,1,9,6,0,0,0
2013,1,9,6,30,0,0
2013,1,9,7,0,0,0
2013,1,9,7,30,0,0
2013,1,9,8,0,21,0
2013,1,9,8,30,48,0
2013,1,9,9,0,96,0
2013,1,9,9,30,137,15
2013,1,9,10,0,180,47
2013,1,9,10,30,198,29
2013,1,9,11,0,184,6
2013,1,9,11,30,249,45
2013,1,9,12,0,290,162
2013,1,9,12,30,277,64
2013,1,9,13,0,292,201
2013,1,9,13,30,225,19
2013,1,9,14,0,221,24
2013,1,9,14,30,227,64
2013,1,9,15,0,137,0
2013,1,9,15,30,125,0
2013,1,9,16,0,114,355
2013,1,9,16,30,72,0
2013,1,9,17,0,37,0
2013,1,9,17,30,9,0
2013,1,9,18,0,0,0
2013,1,9,18,30,0,0
2013,1,9,19,0,0,0
2013,1,9,19,30,0,0
2013,1,9,20,0,0,0
2013,1,9,20,30,0,0
2013,1,9,21,0,0,0
2013,1,9,21,30,0,0
2013,1,9,22,0,0,0
2013,1,9,22,30,0,0
2013,1,9,23,0,0,0
2013,1,9,23,30,0,0
2013,1,10,0,0,0,0
2013,1,10,0,30,0,0
2013,1,10,1,0,0,0
2013,1,10,1,30,0,0
2013,1,10,2,0,0,0
2013,1,10,2,30,0,0
2013,1,10,3,0,0,0
2013,1,10,3,30,0,0
2013,1,10,4,0,0,0
2013,1,10,4,30,0,0
2013,1,10,5,0,0,0
2013,1,10,5,30,0,0
2013,1,10,6,0,0,0
2013,1,10,6,30,0,0
2013,1,10,7,0,0,0
2013,1,10,7,30,0,0
2013,1,10,8,0,32,350
2013,1,10,8,30,50,547
2013,1,10,9,0,70,0
2013,1,10,9,30,95,0
2013,1,10,10,0,76,795
2013,1,10,10,30,81,833
2013,1,10,11,0,234,331
2013,1,10,11,30,267,262
2013,1,10,12,0,93,878
2013,1,10,12,30,220,518
2013,1,10,13,0,106,852
2013,1,10,13,30,240,29
2013,1,10,14,0,178,569
2013,1,10,14,30,99,801
2013,1,10,15,0,91,777
2013,1,10,15,30,84,729
2013,1,10,16,0,74,665
2013,1,10,16,30,87,266
2013,1,10,17,0,54,178
2013,1,10,17,30,21,0
2013,1,10,18,0,0,0
2013,1,10,18,30,0,0
2013,1,10,19,0,0,0
2013,1,10,19,30,0,0
2013,1,10,20,0,0,0
2013,1,10,20,30,0,0
2013,1,10,21,0,0,0
2013,1,10,21,30,0,0
2013,1,10,22,0,0,0
2013,1,10,22,30,0,0
2013,1,10,23,0,0,0
2013,1,10,23,30,0,0
2013,1,11,0,0,0,0
2013,1,11,0,30,0,0
2013,1,11,1,0,0,0
2013,1,11,1,30,0,0
2013,1,11,2,0,0,0
2013,1,11,2,30,0,0
2013,1,11,3,0,0,0
2013,1,11,3,30,0,0
2013,1,11,4,0,0,0
2013,1,11,4,30,0,0
2013,1,11,5,0,0,0
2013,1,11,5,30,0,0
2013,1,11,6,0,0,0
2013,1,11,6,30,0,0
2013,1,11,7,0,0,0
2013,1,11,7,30,0,0
2013,1,11,8,0,33,0
2013,1,11,8,30,69,249
2013,1,11,9,0,91,411
2013,1,11,9,30,134,362
2013,1,11,10,0,155,440
2013,1,11,10,30,74,865
2013,1,11,11,0,78,886
2013,1,11,11,30,80,901
2013,1,11,12,0,83,905
2013,1,11,12,30,84,908
2013,1,11,13,0,289,245
2013,1,11,13,30,277,261
2013,1,11,14,0,198,518
2013,1,11,14,30,183,503
2013,1,11,15,0,211,170
2013,1,11,15,30,156,335
2013,1,11,16,0,70,687
2013,1,11,16,30,96,109
2013,1,11,17,0,56,68
2013,1,11,17,30,20,180
2013,1,11,18,0,0,0
2013,1,11,18,30,0,0
2013,1,11,19,0,0,0
2013,1,11,19,30,0,0
2013,1,11,20,0,0,0
2013,1,11,20,30,0,0
2013,1,11,21,0,0,0
2013,1,11,21,30,0,0
2013,1,11,22,0,0,0
2013,1,11,22,30,0,0
2013,1,11,23,0,0,0
2013,1,11,23,30,0,0
2013,1,12,0,0,0,0
2013,1,12,0,30,0,0
2013,1,12,1,0,0,0
2013,1,12,1,30,0,0
2013,1,12,2,0,0,0
2013,1,12,2,30,0,0
2013,1,12,3,0,0,0
2013,1,12,3,30,0,0
2013,1,12,4,0,0,0
2013,1,12,4,30,0,0
2013,1,12,5,0,0,0
2013,1,12,5,30,0,0
2013,1,12,6,0,0,0
2013,1,12,6,30,0,0
2013,1,12,7,0,0,0
2013,1,12,7,30,0,0
2013,1,12,8,0,35,329
2013,1,12,8,30,54,531
2013,1,12,9,0,64,670
2013,1,12,9,30,73,748
2013,1,12,10,0,68,839
2013,1,12,10,30,73,874
2013,1,12,11,0,82,881
2013,1,12,11,30,85,897
2013,1,12,12,0,94,889
2013,1,12,12,30,95,893
2013,1,12,13,0,101,876
2013,1,12,13,30,99,867
2013,1,12,14,0,108,823
2013,1,12,14,30,230,59
2013,1,12,15,0,101,755
2013,1,12,15,30,94,705
2013,1,12,16,0,90,607
2013,1,12,16,30,75,504
2013,1,12,17,0,53,360
2013,1,12,17,30,23,125
2013,1,12,18,0,0,0
2013,1,12,18,30,0,0
2013,1,12,19,0,0,0
2013,1,12,19,30,0,0
2013,1,12,20,0,0,0
2013,1,12,20,30,0,0
2013,1,12,21,0,0,0
2013,1,12,21,30,0,0
2013,1,12,22,0,0,0
2013,1,12,22,30,0,0
2013,1,12,23,0,0,0
2013,1,12,23,30,0,0
2013,1,13,0,0,0,0
2013,1,13,0,30,0,0
2013,1,13,1,0,0,0
2013,1,13,1,30,0,0
2013,1,13,2,0,0,0
2013,1,13,2,30,0,0
2013,1,13,3,0,0,0
2013,1,13,3,30,0,0
2013,1,13,4,0,0,0
2013,1,13,4,30,0,0
2013,1,13,5,0,0,0
2013,1,13,5,30,0,0
2013,1,13,6,0,0,0
2013,1,13,6,30,0,0
2013,1,13,7,0,0,0
2013,1,13,7,30,0,0
2013,1,13,8,0,25,0
2013,1,13,8,30,58,0
2013,1,13,9,0,108,18
2013,1,13,9,30,146,33
2013,1,13,10,0,193,191
2013,1,13,10,30,131,639
2013,1,13,11,0,161,603
2013,1,13,11,30,234,430
2013,1,13,12,0,215,527
2013,1,13,12,30,267,378
2013,1,13,13,0,195,590
2013,1,13,13,30,264,343
2013,1,13,14,0,244,357
2013,1,13,14,30,217,370
2013,1,13,15,0,214,160
2013,1,13,15,30,159,335
2013,1,13,16,0,78,618
2013,1,13,16,30,61,547
2013,1,13,17,0,50,384
2013,1,13,17,30,22,170
2013,1,13,18,0,0,0
2013,1,13,18,30,0,0
2013,1,13,19,0,0,0
2013,1,13,19,30,0,0
2013,1,13,20,0,0,0
2013,1,13,20,30,0,0
2013,1,13,21,0,0,0
2013,1,13,21,30,0,0
2013,1,13,22,0,0,0
2013,1,13,22,30,0,0
2013,1,13,23,0,0,0
2013,1,13,23,30,0,0
2013,1,14,0,0,0,0
2013,1,14,0,30,0,0
2013,1,14,1,0,0,0
2013,1,14,1,30,0,0
2013,1,14,2,0,0,0
2013,1,14,2,30,0,0
2013,1,14,3,0,0,0
2013,1,14,3,30,0,0
2013,1,14,4,0,0,0
2013,1,14,4,30,0,0
2013,1,14,5,0,0,0
2013,1,14,5,30,0,0
2013,1,14,6,0,0,0
2013,1,14,6,30,0,0
2013,1,14,7,0,0,0
2013,1,14,7,30,0,0
2013,1,14,8,0,35,325
2013,1,14,8,30,55,527
2013,1,14,9,0,67,656
2013,1,14,9,30,76,735
2013,1,14,10,0,81,795
2013,1,14,10,30,86,833
2013,1,14,11,0,92,855
2013,1,14,11,30,95,874
2013,1,14,12,0,98,883
2013,1,14,12,30,98,888
2013,1,14,13,0,98,888
2013,1,14,13,30,96,880
2013,1,14,14,0,97,860
2013,1,14,14,30,93,838
2013,1,14,15,0,89,804
2013,1,14,15,30,168,289
2013,1,14,16,0,74,700
2013,1,14,16,30,63,607
2013,1,14,17,0,46,473
2013,1,14,17,30,23,225
2013,1,14,18,0,0,0
2013,1,14,18,30,0,0
2013,1,14,19,0,0,0
2013,1,14,19,30,0,0
2013,1,14,20,0,0,0
2013,1,14,20,30,0,0
2013,1,14,21,0,0,0
2013,1,14,21,30,0,0
2013,1,14,22,0,0,0
2013,1,14,22,30,0,0
2013,1,14,23,0,0,0
2013,1,14,23,30,0,0
2013,1,15,0,0,0,0
2013,1,15,0,30,0,0
2013,1,15,1,0,0,0
2013,1,15,1,30,0,0
2013,1,15,2,0,0,0
2013,1,15,2,30,0,0
2013,1,15,3,0,0,0
2013,1,15,3,30,0,0
2013,1,15,4,0,0,0
2013,1,15,4,30,0,0
2013,1,15,5,0,0,0
2013,1,15,5,30,0,0
2013,1,15,6,0,0,0
2013,1,15,6,30,0,0
2013,1,15,7,0,0,0
2013,1,15,7,30,0,0
2013,1,15,8,0,35,330
2013,1,15,8,30,55,528
2013,1,15,9,0,67,656
2013,1,15,9,30,119,469
2013,1,15,10,0,141,518
2013,1,15,10,30,186,447
2013,1,15,11,0,202,484
2013,1,15,11,30,239,419
2013,1,15,12,0,222,514
2013,1,15,12,30,304,145
2013,1,15,13,0,260,411
2013,1,15,13,30,219,511
2013,1,15,14,0,265,266
2013,1,15,14,30,237,281
2013,1,15,15,0,173,456
2013,1,15,15,30,178,219
2013,1,15,16,0,142,131
2013,1,15,16,30,66,590
2013,1,15,17,0,48,456
2013,1,15,17,30,24,218
2013,1,15,18,0,0,0
2013,1,15,18,30,0,0
2013,1,15,19,0,0,0
2013,1,15,19,30,0,0
2013,1,15,20,0,0,0
2013,1,15,20,30,0,0
2013,1,15,21,0,0,0
2013,1,15,21,30,0,0
2013,1,15,22,0,0,0
2013,1,15,22,30,0,0
2013,1,15,23,0,0,0
2013,1,15,23,30,0,0
2013,1,16,0,0,0,0
2013,1,16,0,30,0,0
2013,1,16,1,0,0,0
2013,1,16,1,30,0,0
2013,1,16,2,0,0,0
2013,1,16,2,30,0,0
2013,1,16,3,0,0,0
2013,1,16,3,30,0,0
2013,1,16,4,0,0,0
2013,1,16,4,30,0,0
2013,1,16,5,0,0,0
2013,1,16,5,30,0,0
2013,1,16,6,0,0,0
2013,1,16,6,30,0,0
2013,1,16,7,0,0,0
2013,1,16,7,30,0,0
2013,1,16,8,0,15,0
2013,1,16,8,30,59,503
2013,1,16,9,0,118,111
2013,1,16,9,30,162,114
2013,1,16,10,0,196,187
2013,1,16,10,30,224,254
2013,1,16,11,0,97,842
2013,1,16,11,30,100,861
2013,1,16,12,0,107,859
2013,1,16,12,30,108,864
2013,1,16,13,0,267,392
2013,1,16,13,30,289,235
2013,1,16,14,0,110,827
2013,1,16,14,30,106,804
2013,1,16,15,0,100,772
2013,1,16,15,30,93,726
2013,1,16,16,0,80,675
2013,1,16,16,30,68,583
2013,1,16,17,0,48,469
2013,1,16,17,30,24,236
2013,1,16,18,0,0,0
2013,1,16,18,30,0,0
2013,1,16,19,0,0,0
2013,1,16,19,30,0,0
2013,1,16,20,0,0,0
2013,1,16,20,30,0,0
2013,1,16,21,0,0,0
2013,1,16,21,30,0,0
2013,1,16,22,0,0,0
2013,1,16,22,30,0,0
2013,1,16,23,0,0,0
2013,1,16,23,30,0,0
2013,1,17,0,0,0,0
2013,1,17,0,30,0,0
2013,1,17,1,0,0,0
2013,1,17,1,30,0,0
2013,1,17,2,0,0,0
2013,1,17,2,30,0,0
2013,1,17,3,0,0,0
2013,1,17,3,30,0,0
2013,1,17,4,0,0,0
2013,1,17,4,30,0,0
2013,1,17,5,0,0,0
2013,1,17,5,30,0,0
2013,1,17,6,0,0,0
2013,1,17,6,30,0,0
2013,1,17,7,0,0,0
2013,1,17,7,30,0,0
2013,1,17,8,0,32,376
2013,1,17,8,30,57,0
2013,1,17,9,0,59,0
2013,1,17,9,30,142,20
2013,1,17,10,0,139,0
2013,1,17,10,30,229,93
2013,1,17,11,0,142,0
2013,1,17,11,30,116,0
2013,1,17,12,0,131,0
2013,1,17,12,30,101,0
2013,1,17,13,0,124,0
2013,1,17,13,30,206,8
2013,1,17,14,0,181,3
2013,1,17,14,30,136,0
2013,1,17,15,0,219,203
2013,1,17,15,30,192,179
2013,1,17,16,0,142,200
2013,1,17,16,30,70,604
2013,1,17,17,0,48,526
2013,1,17,17,30,27,281
2013,1,17,18,0,0,0
2013,1,17,18,30,0,0
2013,1,17,19,0,0,0
2013,1,17,19,30,0,0
2013,1,17,20,0,0,0
2013,1,17,20,30,0,0
2013,1,17,21,0,0,0
2013,1,17,21,30,0,0
2013,1,17,22,0,0,0
2013,1,17,22,30,0,0
2013,1,17,23,0,0,0
2013,1,17,23,30,0,0
2013,1,18,0,0,0,0
2013,1,18,0,30,0,0
2013,1,18,1,0,0,0
2013,1,18,1,30,0,0
2013,1,18,2,0,0,0
2013,1,18,2,30,0,0
2013,1,18,3,0,0,0
2013,1,18,3,30,0,0
2013,1,18,4,0,0,0
2013,1,18,4,30,0,0
2013,1,18,5,0,0,0
2013,1,18,5,30,0,0
2013,1,18,6,0,0,0
2013,1,18,6,30,0,0
2013,1,18,7,0,0,0
2013,1,18,7,30,0,0
2013,1,18,8,0,14,0
2013,1,18,8,30,47,0
2013,1,18,9,0,103,0
2013,1,18,9,30,157,209
2013,1,18,10,0,179,336
2013,1,18,10,30,229,222
2013,1,18,11,0,253,268
2013,1,18,11,30,284,198
2013,1,18,12,0,287,286
2013,1,18,12,30,111,900
2013,1,18,13,0,107,906
2013,1,18,13,30,106,899
2013,1,18,14,0,104,885
2013,1,18,14,30,100,863
2013,1,18,15,0,97,828
2013,1,18,15,30,90,783
2013,1,18,16,0,83,715
2013,1,18,16,30,71,620
2013,1,18,17,0,54,476
