Time,Value
0.0,252.273946749
1.0,271.776582855
2.0,271.63820344
3.0,240.497814829
4.0,148.834987238
5.0,158.16855759
6.0,192.193190868
7.0,152.983683647
8.0,162.463114053
9.0,74.9913480166
10.0,21.92376455
11.0,174.158013445
12.0,339.371286293
13.0,498.747822061
14.0,494.735311055
15.0,509.956138288
16.0,603.690360347
17.0,587.99071273
18.0,563.063409606
19.0,675.586754698
20.0,726.146781847
21.0,787.842676602
22.0,738.458049111
23.0,788.454828808
24.0,720.849441041
25.0,571.985797723
26.0,546.201899529
27.0,482.520217565
28.0,544.000454727
29.0,451.5943087
30.0,463.481833754
31.0,459.024792107
32.0,352.008592552
33.0,300.195170472
34.0,238.210481728
35.0,293.511302627
36.0,224.925684369
37.0,208.277154185
38.0,129.008105989
39.0,42.2279126046
40.0,80.7316460429
41.0,148.210907113
42.0,226.964776872
43.0,261.902630535
44.0,283.675449887
45.0,225.684869407
46.0,167.932320687
47.0,160.826149128
48.0,188.880069767
49.0,290.210131704
50.0,284.582099643
51.0,368.796864906
52.0,358.065348155
53.0,378.440167548
54.0,242.714422113
55.0,166.636860751
56.0,174.915005554
57.0,153.60326043
58.0,139.853687362
59.0,114.399237414
60.0,21.3965700729
61.0,157.332388952
62.0,147.930846026
63.0,134.829924763
64.0,176.008452009
65.0,236.071248022
66.0,205.522254023
67.0,127.952802088
68.0,166.309468574
69.0,202.46370232
70.0,208.697942555
71.0,203.088238883
72.0,277.997639416
73.0,357.270690391
74.0,364.940023109
75.0,366.715583057
76.0,304.037570343
77.0,295.294181048
78.0,289.177730648
79.0,281.400945637
80.0,280.614728025
81.0,273.956333978
82.0,224.774706399
83.0,132.850577859
84.0,79.1059956721
85.0,35.5319901693
86.0,123.622826523
87.0,155.365900145
88.0,135.746158513
89.0,152.260322233
90.0,200.981372547
91.0,147.599687926
92.0,166.811820231
93.0,206.984652145
94.0,204.528776538
95.0,183.688985618
96.0,143.35785537
97.0,119.159842447
98.0,126.215268857
99.0,181.986838212
100.0,182.862882882
101.0,95.4897429376
102.0,66.4354436222
103.0,32.1370877345
104.0,87.8191180508
105.0,188.426387563
106.0,147.770673769
107.0,70.6464152725
108.0,63.1053304456
109.0,202.237281813
110.0,232.533385538
111.0,303.39014015
112.0,334.309875762
113.0,297.663124214
114.0,283.077027685
115.0,338.91749753
116.0,338.672239376
117.0,382.524986764
118.0,404.691548713
119.0,429.880022199
120.0,441.612131038
121.0,387.163969997
122.0,414.496479267
123.0,345.548635302
124.0,316.173501776
125.0,257.704668536
126.0,172.654895461
127.0,175.400781539
128.0,160.989752632
129.0,197.440329607
130.0,216.973932188
131.0,119.080402606
132.0,87.2701183268
133.0,43.2255842203
134.0,130.688035341
135.0,98.1894034
136.0,84.3583129627
137.0,91.4369500054
138.0,199.543413071
139.0,254.791124262
140.0,236.663195865
141.0,212.559231691
142.0,227.717222013
143.0,232.772476257
144.0,233.387511491
145.0,196.619593462
146.0,192.722912561
147.0,133.86776867
148.0,110.368163203
149.0,4.49547014689
150.0,35.9811499267
151.0,17.9783141125
152.0,44.8602768956
153.0,70.4157549189
154.0,2.73521512243
155.0,76.5791205758
156.0,171.979843328
157.0,161.90296497
